dataset,model,runtime,ari,purity,dbi,f_measure,n_clusters,fuzzyness,max_iterations,tolerance,random_state,strictness,min_obs,max_depth,metric,algorithm,n_neighbors,affinity,eigen_solver,assign_labels
synthetic,gmeans,0.4302401542663574,0.5777400679489046,0.541,5.73179238625007,0.0001724137931034483,25.0,,,,3,0,5,15,,,,,,
synthetic,gmeans,0.3684251308441162,0.5915164308117058,0.564,9.120175042898794,0.03685185185185185,23.0,,,,4,0,5,15,,,,,,
synthetic,gmeans,0.3375837802886963,0.582843582287962,0.536,5.991597565773825,0.03685185185185185,23.0,,,,5,0,5,15,,,,,,
synthetic,gmeans,0.1197078227996826,0.6645043591611633,0.628,1.0193481281898515,0.0,9.0,,,,1,0,5,5,,,,,,
synthetic,gmeans,0.0787689685821533,0.8343378566198986,0.823,1.4659117702770463,0.0,10.0,,,,2,0,5,5,,,,,,
synthetic,gmeans,0.1077840328216552,0.7469609489132318,0.705,0.8102051070210108,0.0005,8.0,,,,3,0,5,5,,,,,,
synthetic,gmeans,0.1065547466278076,0.7775040812266865,0.764,1.392820984942629,0.08291666666666667,9.0,,,,4,0,5,5,,,,,,
synthetic,gmeans,0.1199591159820556,0.7740165171063732,0.748,1.1729465782849,0.08291666666666667,9.0,,,,5,0,5,5,,,,,,
synthetic,gmeans,0.2395610809326172,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,1,1,10,,,,,,
synthetic,gmeans,0.3208708763122558,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,1,1,10,,,,,,
synthetic,gmeans,0.3488428592681885,0.8563408968041707,0.841,9.918277238349603,0.21902621758017787,14.0,,,,3,1,1,10,,,,,,
synthetic,gmeans,0.4384200572967529,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,1,1,10,,,,,,
synthetic,gmeans,0.4606649875640869,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,1,10,,,,,,
synthetic,gmeans,0.3658440113067627,0.7332014725645182,0.708,7.415687947954995,0.08684809714843326,20.0,,,,1,1,1,15,,,,,,
synthetic,gmeans,0.4945340156555176,0.7576757482141808,0.723,2.6658057071008376,0.13590679815231785,20.0,,,,2,1,1,15,,,,,,
synthetic,gmeans,0.5489468574523926,0.851777526380726,0.833,6.527639995143454,0.14962531172069826,18.0,,,,3,1,1,15,,,,,,
synthetic,gmeans,0.6669280529022217,0.85295133448249,0.829,40.507250053137355,0.26288301004467485,14.0,,,,4,1,1,15,,,,,,
synthetic,gmeans,0.577239990234375,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,1,15,,,,,,
synthetic,gmeans,0.1295762062072754,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,1,1,5,,,,,,
synthetic,gmeans,0.1506550312042236,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,1,1,5,,,,,,
synthetic,gmeans,0.1232330799102783,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,1,1,5,,,,,,
synthetic,gmeans,0.1655497550964355,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,1,1,5,,,,,,
synthetic,gmeans,0.1734180450439453,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,1,1,5,,,,,,
synthetic,gmeans,0.2404179573059082,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,1,10,10,,,,,,
synthetic,gmeans,0.3181819915771484,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,1,10,10,,,,,,
synthetic,gmeans,0.3353810310363769,0.856485660412941,0.841,2.278229816158353,0.19950041562759768,13.0,,,,3,1,10,10,,,,,,
synthetic,gmeans,0.4390168190002441,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,1,10,10,,,,,,
synthetic,gmeans,0.4578449726104736,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,10,10,,,,,,
synthetic,gmeans,0.3636438846588135,0.7332014725645182,0.708,7.415687947954995,0.08684809714843326,20.0,,,,1,1,10,15,,,,,,
synthetic,gmeans,0.4912998676300049,0.7576757482141808,0.723,2.6658057071008376,0.13590679815231785,20.0,,,,2,1,10,15,,,,,,
synthetic,gmeans,0.546867847442627,0.8519230278699008,0.833,4.93143439340441,0.1575003281270508,17.0,,,,3,1,10,15,,,,,,
synthetic,gmeans,0.6045198440551758,0.8530094560046907,0.829,1.5000934928724754,0.28166036790500876,13.0,,,,4,1,10,15,,,,,,
synthetic,gmeans,0.5762979984283447,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,10,15,,,,,,
synthetic,gmeans,0.1291549205780029,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,1,10,5,,,,,,
synthetic,gmeans,0.1504082679748535,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,1,10,5,,,,,,
synthetic,gmeans,0.1232082843780517,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,1,10,5,,,,,,
synthetic,gmeans,0.166421890258789,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,1,10,5,,,,,,
synthetic,gmeans,0.1742382049560547,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,1,10,5,,,,,,
synthetic,gmeans,0.2419109344482422,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,1,5,10,,,,,,
synthetic,gmeans,0.3190100193023681,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,1,5,10,,,,,,
synthetic,gmeans,0.3355200290679931,0.8563408968041707,0.841,9.918277238349603,0.21902621758017787,14.0,,,,3,1,5,10,,,,,,
synthetic,gmeans,0.4377269744873047,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,1,5,10,,,,,,
synthetic,gmeans,0.4580159187316894,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,5,10,,,,,,
synthetic,gmeans,0.3642008304595947,0.7332014725645182,0.708,7.415687947954995,0.08684809714843326,20.0,,,,1,1,5,15,,,,,,
synthetic,gmeans,0.4912018775939941,0.7576757482141808,0.723,2.6658057071008376,0.13590679815231785,20.0,,,,2,1,5,15,,,,,,
synthetic,gmeans,0.5448458194732666,0.851777526380726,0.833,6.527639995143454,0.14962531172069826,18.0,,,,3,1,5,15,,,,,,
synthetic,gmeans,0.6665420532226562,0.85295133448249,0.829,40.507250053137355,0.26288301004467485,14.0,,,,4,1,5,15,,,,,,
synthetic,gmeans,0.5772032737731934,0.8545808999795795,0.837,6.332119073670906,0.23511889563699692,12.0,,,,5,1,5,15,,,,,,
synthetic,gmeans,0.1298003196716308,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,1,5,5,,,,,,
synthetic,gmeans,0.1508011817932129,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,1,5,5,,,,,,
synthetic,gmeans,0.1238079071044921,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,1,5,5,,,,,,
synthetic,gmeans,0.1660892963409423,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,1,5,5,,,,,,
synthetic,gmeans,0.1718268394470214,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,1,5,5,,,,,,
synthetic,gmeans,0.2531237602233886,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,2,1,10,,,,,,
synthetic,gmeans,0.3205270767211914,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,2,1,10,,,,,,
synthetic,gmeans,0.3354969024658203,0.856485660412941,0.841,2.278229816158353,0.19950041562759768,13.0,,,,3,2,1,10,,,,,,
synthetic,gmeans,0.4383440017700195,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,2,1,10,,,,,,
synthetic,gmeans,0.4053592681884765,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,1,10,,,,,,
synthetic,gmeans,0.3639297485351562,0.7343512422505758,0.708,7.771581618987583,0.0907957379279075,19.0,,,,1,2,1,15,,,,,,
synthetic,gmeans,0.4937329292297363,0.7602576597183727,0.723,2.3934993394541664,0.14949747796754964,18.0,,,,2,2,1,15,,,,,,
synthetic,gmeans,0.5649428367614746,0.8519230278699008,0.833,4.93143439340441,0.1575003281270508,17.0,,,,3,2,1,15,,,,,,
synthetic,gmeans,0.6100261211395264,0.8530094560046907,0.829,1.5000934928724754,0.28166036790500876,13.0,,,,4,2,1,15,,,,,,
synthetic,gmeans,0.4063351154327392,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,1,15,,,,,,
synthetic,gmeans,0.1300201416015625,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,2,1,5,,,,,,
synthetic,gmeans,0.1504850387573242,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,2,1,5,,,,,,
synthetic,gmeans,0.1231579780578613,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,2,1,5,,,,,,
synthetic,gmeans,0.1684989929199218,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,2,1,5,,,,,,
synthetic,gmeans,0.1730508804321289,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,2,1,5,,,,,,
synthetic,gmeans,0.2409641742706298,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,2,10,10,,,,,,
synthetic,gmeans,0.318699836730957,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,2,10,10,,,,,,
synthetic,gmeans,0.3340010643005371,0.856485660412941,0.841,2.278229816158353,0.19950041562759768,13.0,,,,3,2,10,10,,,,,,
synthetic,gmeans,0.4372889995574951,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,2,10,10,,,,,,
synthetic,gmeans,0.4059329032897949,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,10,10,,,,,,
synthetic,gmeans,0.3636260032653808,0.7343512422505758,0.708,7.771581618987583,0.0907957379279075,19.0,,,,1,2,10,15,,,,,,
synthetic,gmeans,0.4946632385253906,0.7602576597183727,0.723,2.3934993394541664,0.14949747796754964,18.0,,,,2,2,10,15,,,,,,
synthetic,gmeans,0.5451428890228271,0.8519230278699008,0.833,4.93143439340441,0.1575003281270508,17.0,,,,3,2,10,15,,,,,,
synthetic,gmeans,0.6055800914764404,0.8530094560046907,0.829,1.5000934928724754,0.28166036790500876,13.0,,,,4,2,10,15,,,,,,
synthetic,gmeans,0.40462327003479,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,10,15,,,,,,
synthetic,gmeans,0.129206895828247,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,2,10,5,,,,,,
synthetic,gmeans,0.15047287940979,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,2,10,5,,,,,,
synthetic,gmeans,0.1239628791809082,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,2,10,5,,,,,,
synthetic,gmeans,0.1669988632202148,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,2,10,5,,,,,,
synthetic,gmeans,0.1732852458953857,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,2,10,5,,,,,,
synthetic,gmeans,0.2397031784057617,0.7411728423272252,0.708,2.0281659987875136,0.11097256857855362,15.0,,,,1,2,5,10,,,,,,
synthetic,gmeans,0.3188149929046631,0.7637728714082003,0.731,1.997598373407524,0.17587938584417606,15.0,,,,2,2,5,10,,,,,,
synthetic,gmeans,0.3348820209503174,0.856485660412941,0.841,2.278229816158353,0.19950041562759768,13.0,,,,3,2,5,10,,,,,,
synthetic,gmeans,0.437701940536499,0.8534452484219641,0.829,1.2785331774341229,0.3033265500515479,12.0,,,,4,2,5,10,,,,,,
synthetic,gmeans,0.4057791233062744,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,5,10,,,,,,
synthetic,gmeans,0.3654260635375976,0.7343512422505758,0.708,7.771581618987583,0.0907957379279075,19.0,,,,1,2,5,15,,,,,,
synthetic,gmeans,0.4939882755279541,0.7602576597183727,0.723,2.3934993394541664,0.14949747796754964,18.0,,,,2,2,5,15,,,,,,
synthetic,gmeans,0.5493578910827637,0.8519230278699008,0.833,4.93143439340441,0.1575003281270508,17.0,,,,3,2,5,15,,,,,,
synthetic,gmeans,0.6062910556793213,0.8530094560046907,0.829,1.5000934928724754,0.28166036790500876,13.0,,,,4,2,5,15,,,,,,
synthetic,gmeans,0.405393123626709,0.8652822122827049,0.854,2.2548341510176835,0.2720460213103605,9.0,,,,5,2,5,15,,,,,,
synthetic,gmeans,0.1298511028289795,0.8252361707208541,0.812,0.8273930064909012,0.326148760401402,7.0,,,,1,2,5,5,,,,,,
synthetic,gmeans,0.1509919166564941,0.8353795781941533,0.809,0.7726623356225675,0.3753462590214382,7.0,,,,2,2,5,5,,,,,,
synthetic,gmeans,0.1239521503448486,0.8946503321035747,0.887,0.6324249730335536,0.5163039794336552,6.0,,,,3,2,5,5,,,,,,
synthetic,gmeans,0.168248176574707,0.8960061670849683,0.897,0.8110882467670978,0.7521149325190946,6.0,,,,4,2,5,5,,,,,,
synthetic,gmeans,0.173130989074707,0.8946552774231584,0.886,0.6170521358681312,0.37406327930174565,6.0,,,,5,2,5,5,,,,,,
synthetic,gmeans,0.1479601860046386,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,1,10,,,,,,
synthetic,gmeans,0.151426076889038,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,1,10,,,,,,
synthetic,gmeans,0.1235246658325195,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,1,10,,,,,,
synthetic,gmeans,0.1663920879364013,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,1,10,,,,,,
synthetic,gmeans,0.1720180511474609,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,1,10,,,,,,
synthetic,gmeans,0.1478981971740722,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,1,15,,,,,,
synthetic,gmeans,0.1515488624572754,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,1,15,,,,,,
synthetic,gmeans,0.1240103244781494,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,1,15,,,,,,
synthetic,gmeans,0.2085976600646972,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,1,15,,,,,,
synthetic,gmeans,0.1740150451660156,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,1,15,,,,,,
synthetic,gmeans,0.1475930213928222,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,1,5,,,,,,
synthetic,gmeans,0.1509418487548828,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,1,5,,,,,,
synthetic,gmeans,0.1232900619506836,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,1,5,,,,,,
synthetic,gmeans,0.1794619560241699,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,1,5,,,,,,
synthetic,gmeans,0.1878039836883545,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,1,5,,,,,,
synthetic,gmeans,0.1482031345367431,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,10,10,,,,,,
synthetic,gmeans,0.1525638103485107,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,10,10,,,,,,
synthetic,gmeans,0.1235556602478027,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,10,10,,,,,,
synthetic,gmeans,0.1670267581939697,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,10,10,,,,,,
synthetic,gmeans,0.1729612350463867,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,10,10,,,,,,
synthetic,gmeans,0.1474089622497558,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,10,15,,,,,,
synthetic,gmeans,0.1852560043334961,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,10,15,,,,,,
synthetic,gmeans,0.1233847141265869,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,10,15,,,,,,
synthetic,gmeans,0.166710615158081,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,10,15,,,,,,
synthetic,gmeans,0.1731050014495849,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,10,15,,,,,,
synthetic,gmeans,0.1476297378540039,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,10,5,,,,,,
synthetic,gmeans,0.1509830951690673,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,10,5,,,,,,
synthetic,gmeans,0.1233830451965332,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,10,5,,,,,,
synthetic,gmeans,0.1656661033630371,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,10,5,,,,,,
synthetic,gmeans,0.1724638938903808,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,10,5,,,,,,
synthetic,gmeans,0.1478719711303711,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,5,10,,,,,,
synthetic,gmeans,0.1504690647125244,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,5,10,,,,,,
synthetic,gmeans,0.1237039566040039,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,5,10,,,,,,
synthetic,gmeans,0.1662800312042236,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,5,10,,,,,,
synthetic,gmeans,0.1730270385742187,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,5,10,,,,,,
synthetic,gmeans,0.1481778621673584,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,5,15,,,,,,
synthetic,gmeans,0.150468111038208,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,5,15,,,,,,
synthetic,gmeans,0.1234211921691894,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,5,15,,,,,,
synthetic,gmeans,0.1662852764129638,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,5,15,,,,,,
synthetic,gmeans,0.1721301078796386,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,5,15,,,,,,
synthetic,gmeans,0.1489028930664062,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,3,5,5,,,,,,
synthetic,gmeans,0.1514689922332763,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,3,5,5,,,,,,
synthetic,gmeans,0.1238379478454589,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,3,5,5,,,,,,
synthetic,gmeans,0.1671919822692871,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,3,5,5,,,,,,
synthetic,gmeans,0.1724159717559814,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,3,5,5,,,,,,
synthetic,gmeans,0.1602449417114257,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,1,10,,,,,,
synthetic,gmeans,0.1507909297943115,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,1,10,,,,,,
synthetic,gmeans,0.1232080459594726,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,1,10,,,,,,
synthetic,gmeans,0.1664948463439941,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,1,10,,,,,,
synthetic,gmeans,0.1721899509429931,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,1,10,,,,,,
synthetic,gmeans,0.1482279300689697,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,1,15,,,,,,
synthetic,gmeans,0.1507701873779297,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,1,15,,,,,,
synthetic,gmeans,0.1241600513458252,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,1,15,,,,,,
synthetic,gmeans,0.1667239665985107,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,1,15,,,,,,
synthetic,gmeans,0.1736211776733398,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,1,15,,,,,,
synthetic,gmeans,0.1480178833007812,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,1,5,,,,,,
synthetic,gmeans,0.1513049602508545,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,1,5,,,,,,
synthetic,gmeans,0.1229848861694336,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,1,5,,,,,,
synthetic,gmeans,0.16656494140625,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,1,5,,,,,,
synthetic,gmeans,0.1725690364837646,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,1,5,,,,,,
synthetic,gmeans,0.1475520133972168,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,10,10,,,,,,
synthetic,gmeans,0.1524450778961181,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,10,10,,,,,,
synthetic,gmeans,0.1234331130981445,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,10,10,,,,,,
synthetic,gmeans,0.1672968864440918,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,10,10,,,,,,
synthetic,gmeans,0.1726551055908203,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,10,10,,,,,,
synthetic,gmeans,0.1478898525238037,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,10,15,,,,,,
synthetic,gmeans,0.1510970592498779,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,10,15,,,,,,
synthetic,gmeans,0.1238820552825927,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,10,15,,,,,,
synthetic,gmeans,0.1672558784484863,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,10,15,,,,,,
synthetic,gmeans,0.1720480918884277,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,10,15,,,,,,
synthetic,gmeans,0.1481139659881591,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,10,5,,,,,,
synthetic,gmeans,0.1504049301147461,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,10,5,,,,,,
synthetic,gmeans,0.1240520477294921,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,10,5,,,,,,
synthetic,gmeans,0.1667408943176269,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,10,5,,,,,,
synthetic,gmeans,0.1725881099700927,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,10,5,,,,,,
synthetic,gmeans,0.1485171318054199,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,5,10,,,,,,
synthetic,gmeans,0.1514601707458496,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,5,10,,,,,,
synthetic,gmeans,0.1232450008392334,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,5,10,,,,,,
synthetic,gmeans,0.168766975402832,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,5,10,,,,,,
synthetic,gmeans,0.1736438274383545,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,5,10,,,,,,
synthetic,gmeans,0.1484031677246093,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,5,15,,,,,,
synthetic,gmeans,0.1505401134490966,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,5,15,,,,,,
synthetic,gmeans,0.1239218711853027,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,5,15,,,,,,
synthetic,gmeans,0.166640043258667,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,5,15,,,,,,
synthetic,gmeans,0.1721341609954834,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,5,15,,,,,,
synthetic,gmeans,0.1479322910308838,0.9473341506448968,0.978,0.5691219958691566,0.9779654059648729,5.0,,,,1,4,5,5,,,,,,
synthetic,gmeans,0.1511921882629394,0.9470142908843122,0.978,0.5695327681624371,0.9780517520190131,5.0,,,,2,4,5,5,,,,,,
synthetic,gmeans,0.1231348514556884,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,3,4,5,5,,,,,,
synthetic,gmeans,0.1665883064270019,0.9497004829800147,0.979,0.5694068630370042,0.9789798189380958,5.0,,,,4,4,5,5,,,,,,
synthetic,gmeans,0.1725668907165527,0.9497004829800147,0.979,0.5694068630370044,0.50942427388016,5.0,,,,5,4,5,5,,,,,,
synthetic,kmeans,0.3179831504821777,0.6598262598834851,0.612,1.953213346034411,0.36890944191990444,10,,100,0.0001,1,,,,,,,,,
synthetic,kmeans,0.3593969345092773,0.6836129113443322,0.643,1.8907688381287684,0.37695077637826574,10,,100,0.0001,2,,,,,,,,,
synthetic,kmeans,0.7038979530334473,0.6423342077534413,0.6,3.5885773343411715,0.36556704007863605,10,,100,0.0001,3,,,,,,,,,
synthetic,kmeans,0.3211960792541504,0.6550039130187492,0.604,1.0614494112191268,0.3654041023933008,10,,100,0.0001,4,,,,,,,,,
synthetic,kmeans,0.4348280429840088,0.6982051027177003,0.662,1.4898030250944183,0.38202188086046973,10,,100,0.0001,5,,,,,,,,,
synthetic,kmeans,0.321624755859375,0.6598262598834851,0.612,1.953213346034411,0.36890944191990444,10,,100,0.001,1,,,,,,,,,
synthetic,kmeans,0.3411247730255127,0.6836129113443322,0.643,1.8920205487913073,0.37695077637826574,10,,100,0.001,2,,,,,,,,,
synthetic,kmeans,0.5160460472106934,0.645099292765974,0.606,7.2808666608775185,0.3681642459180205,10,,100,0.001,3,,,,,,,,,
synthetic,kmeans,0.3172128200531006,0.6550039130187492,0.604,1.0614494112191268,0.3654041023933008,10,,100,0.001,4,,,,,,,,,
